id,an,judet,scoala,mediu,gen,nota_romana_oral,nota_romana_scris,nota_matematica,nota_limba_straina,nota_specialitate,medie_generala,promovat,absent,promotie
7536,2023,Timis,Liceul Pedagogic Unirea,Urban,F,8.73,9.53,5.7,7.01,1.47,6.71,0,0,2023
7537,2023,Hunedoara,Liceul Teoretic Unirea,Urban,M,7.87,10.0,5.45,4.47,7.74,7.25,0,0,2023
7538,2023,Giurgiu,Liceul de Arte Dimitrie Cantemir,Urban,M,8.81,6.81,8.48,8.15,6.12,7.61,1,0,2023
7539,2023,Vaslui,Liceul Teoretic Grigore Moisil,Urban,F,8.77,7.61,8.3,8.26,6.47,7.86,1,0,2023
7540,2023,Sibiu,Colegiul National Traian,Urban,M,4.82,8.73,9.14,6.3,6.35,7.74,0,0,2023
7541,2023,Iasi,Colegiul Tehnic Unirea,Urban,M,8.78,6.08,4.79,6.46,7.14,6.18,0,1,2023
7542,2023,Bacau,Colegiul Economic George Cosbuc,Urban,F,2.12,7.76,2.57,5.79,7.33,5.28,0,0,2023
7543,2023,Bistrita-Nasaud,Liceul Sportiv Ion Barbu,Urban,M,7.01,6.77,10.0,7.17,9.39,8.22,1,0,2023
7544,2023,Tulcea,Liceul Sportiv Stefan cel Mare,Rural,F,8.98,5.48,5.01,7.62,6.52,6.17,1,0,2023
7545,2023,Mures,Scoala Nationala Marin Preda,Urban,M,7.63,8.19,9.6,9.0,9.44,8.87,1,0,2023
7546,2023,Neamt,Colegiul Tehnic Vasile Alecsandri,Rural,F,7.91,8.09,7.6,5.55,7.71,7.49,1,0,2023
7547,2023,Dolj,Liceul Pedagogic Ana Ipatescu,Rural,F,5.54,3.25,6.89,7.67,5.24,5.53,0,0,2023
7548,2023,Braila,Liceul de Arte Ioan Slavici,Rural,M,3.55,5.34,3.59,5.28,5.18,4.6,0,0,2023
7549,2023,Neamt,Liceul de Arte Dimitrie Cantemir,Rural,F,7.06,6.07,3.84,4.73,7.7,5.54,0,0,2023
7550,2023,Mures,Liceul Pedagogic Dimitrie Cantemir,Urban,F,8.08,9.49,8.43,9.26,8.81,8.89,1,0,2023
7551,2023,Brasov,Colegiul National Mihai Eminescu,Urban,M,7.36,5.11,8.94,5.99,6.08,6.76,1,0,2023
7552,2023,Brasov,Colegiul Tehnic Constantin Brancusi,Urban,M,8.43,10.0,5.3,8.34,9.27,8.07,1,0,2023
7553,2023,Salaj,Scoala Nationala Emil Racovita,Rural,F,9.32,8.13,7.44,8.52,7.62,8.02,1,0,2023
7554,2023,Cluj,Scoala Nationala Elena Cuza,Urban,M,7.23,8.74,6.55,8.79,6.4,7.59,1,0,2023
7555,2023,Satu Mare,Liceul Tehnologic Grigore Moisil,Urban,M,7.04,6.03,6.71,9.83,2.84,6.43,0,0,2023
7556,2023,Giurgiu,Liceul Sportiv Mihai Viteazul,Urban,F,7.27,6.37,6.34,6.99,6.36,6.54,1,0,2023
7557,2023,Prahova,Liceul Teoretic Nicolae Balcescu,Urban,F,8.33,8.84,7.06,8.24,10.0,8.34,1,0,2023
7558,2023,Bacau,Liceul Teoretic Ion Luca Caragiale,Urban,M,7.02,5.3,2.0,8.89,7.32,5.32,0,0,2023
7559,2023,Salaj,Colegiul Tehnic Octavian Goga,Rural,F,7.29,5.18,8.43,4.23,7.72,6.6,0,0,2023
7560,2023,Gorj,Colegiul Economic Regina Maria,Urban,F,8.49,8.61,2.18,6.64,10.0,6.58,0,0,2023
7561,2023,Iasi,Colegiul National Ion Luca Caragiale,Rural,M,8.25,6.44,6.35,7.14,4.24,6.37,0,1,2023
7562,2023,Ialomita,Liceul Teoretic Ion Luca Caragiale,Urban,F,5.72,4.7,5.26,7.62,1.35,4.91,0,0,2023
7563,2023,Braila,Scoala Nationala Gheorghe Sincai,Rural,F,8.57,5.0,6.66,6.14,8.84,6.6,1,0,2023
7564,2023,Maramures,Colegiul Tehnic Mircea cel Batran,Urban,M,8.06,5.87,4.9,5.33,5.95,5.73,0,1,2023
7565,2023,Harghita,Colegiul Tehnic Avram Iancu,Rural,M,6.87,8.29,2.34,2.85,4.51,4.98,0,0,2023
7566,2023,Hunedoara,Liceul Sportiv Alexandru Ioan Cuza,Urban,F,8.8,9.28,8.36,9.35,5.28,8.37,1,0,2023
7567,2023,Salaj,Colegiul Tehnic Tudor Vladimirescu,Rural,F,6.5,7.72,7.45,7.94,7.23,7.48,1,0,2023
7568,2023,Gorj,Liceul Tehnologic Mihai Viteazul,Rural,M,2.58,7.42,8.17,4.91,8.02,6.87,0,0,2023
7569,2023,Teleorman,Liceul Sportiv Constantin Brancusi,Urban,F,5.96,6.39,5.81,9.43,9.43,7.09,1,0,2023
7570,2023,Valcea,Colegiul National Octavian Goga,Rural,M,8.42,6.79,2.85,5.83,6.03,5.51,0,1,2023
7571,2023,Maramures,Liceul Teoretic George Cosbuc,Urban,M,8.42,5.84,7.53,7.28,7.81,7.12,1,0,2023
7572,2023,Cluj,Colegiul National Mihai Viteazul,Urban,F,10.0,8.06,7.81,7.77,7.95,8.12,1,0,2023
7573,2023,Neamt,Colegiul National Unirea,Urban,F,8.58,10.0,6.07,8.61,10.0,8.47,1,0,2023
7574,2023,Dambovita,Liceul Pedagogic Unirea,Rural,M,9.95,7.61,4.75,5.92,6.1,6.51,0,0,2023
7575,2023,Sibiu,Scoala Nationala Bogdan Voda,Rural,F,6.51,5.48,5.0,10.0,8.25,6.53,1,0,2023
7576,2023,Satu Mare,Liceul Pedagogic Ana Ipatescu,Urban,F,9.85,8.55,6.01,8.4,9.47,8.03,1,0,2023
7577,2023,Giurgiu,Liceul Tehnologic Avram Iancu,Rural,M,8.5,8.85,7.61,7.93,9.75,8.44,1,0,2023
7578,2023,Tulcea,Liceul de Arte Ion Luca Caragiale,Rural,M,7.29,4.9,2.43,4.35,7.85,4.76,0,0,2023
7579,2023,Iasi,Liceul Sportiv Marin Preda,Urban,M,7.43,8.25,6.64,9.98,8.78,8.02,1,0,2023
7580,2023,Dolj,Colegiul National Ion Luca Caragiale,Urban,F,7.28,10.0,7.38,7.88,5.0,7.87,1,0,2023
7581,2023,Dambovita,Liceul Teoretic Ana Ipatescu,Urban,M,7.79,9.02,6.93,7.25,6.63,7.65,1,0,2023
7582,2023,Cluj,Liceul Sportiv Ion Luca Caragiale,Urban,M,7.46,8.14,7.92,9.04,5.98,7.82,1,0,2023
7583,2023,Gorj,Colegiul Tehnic Ioan Slavici,Urban,M,9.59,7.33,5.84,4.11,7.34,6.63,0,0,2023
7584,2023,Timis,Liceul Sportiv Constantin Brancusi,Urban,M,7.59,5.69,6.71,7.36,7.84,6.76,1,0,2023
7585,2023,Brasov,Liceul Sportiv Grigore Moisil,Urban,F,10.0,6.92,8.35,7.69,7.72,7.89,1,0,2023
7586,2023,Bihor,Liceul Pedagogic Vasile Alecsandri,Urban,F,9.16,6.2,6.38,7.24,9.5,7.2,1,0,2023
7587,2023,Vrancea,Colegiul National Emil Racovita,Urban,F,9.33,8.79,6.63,9.05,8.34,8.17,1,0,2023
7588,2023,Alba,Liceul Tehnologic Spiru Haret,Rural,F,8.32,8.98,7.14,7.91,9.05,8.21,1,0,2023
7589,2023,Timis,Liceul Teoretic Spiru Haret,Urban,F,6.5,5.76,7.3,9.55,3.64,6.55,0,1,2023
7590,2023,Calarasi,Liceul Teoretic Unirea,Urban,M,8.11,6.12,10.0,5.63,8.25,7.73,1,0,2023
7591,2023,Salaj,Liceul Sportiv Elena Cuza,Rural,F,8.31,8.6,7.53,8.33,8.91,8.26,1,0,2023
7592,2023,Gorj,Liceul Pedagogic Dimitrie Cantemir,Urban,F,8.36,8.02,6.43,10.0,9.01,8.02,1,0,2023
7593,2023,Botosani,Colegiul Tehnic Stefan cel Mare,Urban,M,9.29,8.66,7.55,10.0,8.81,8.61,1,0,2023
7594,2023,Vrancea,Liceul Teoretic Octavian Goga,Rural,F,8.73,8.65,7.6,7.43,6.33,7.81,1,0,2023
7595,2023,Brasov,Colegiul National Grigore Moisil,Rural,M,7.67,6.29,6.35,6.08,10.0,6.97,1,0,2023
7596,2023,Dambovita,Colegiul Economic Marin Preda,Urban,F,8.52,6.98,9.17,9.0,6.94,8.09,1,0,2023
7597,2023,Tulcea,Colegiul Economic Traian,Urban,M,7.27,6.63,7.82,4.57,8.36,7.0,0,0,2023
7598,2023,Mures,Liceul Tehnologic Spiru Haret,Rural,M,6.04,5.81,5.78,5.67,4.61,5.62,0,0,2023
7599,2023,Olt,Colegiul Economic Elena Cuza,Rural,M,9.47,2.83,6.11,9.09,4.79,5.71,0,0,2023
7600,2023,Gorj,Liceul Sportiv Constantin Brancusi,Rural,M,7.14,8.21,1.0,6.4,3.26,4.93,0,0,2023
7601,2023,Prahova,Scoala Nationala Mihai Eminescu,Urban,F,8.95,6.84,9.95,7.44,9.75,8.51,1,0,2023
7602,2023,Prahova,Liceul Tehnologic Stefan cel Mare,Urban,M,9.6,9.72,6.29,8.26,7.84,8.18,1,0,2023
7603,2023,Dolj,Colegiul Tehnic Gheorghe Sincai,Rural,F,7.51,7.69,7.01,6.64,7.36,7.26,1,0,2023
7604,2023,Gorj,Colegiul Economic Mihai Viteazul,Rural,M,6.12,5.09,4.4,8.91,3.65,5.34,0,0,2023
7605,2023,Ialomita,Scoala Nationala Ana Ipatescu,Urban,F,10.0,8.38,2.92,4.47,4.08,5.67,0,0,2023
7606,2023,Alba,Liceul Sportiv Ana Ipatescu,Rural,M,9.14,3.94,8.28,6.85,8.34,6.86,0,0,2023
7607,2023,Covasna,Scoala Nationala Unirea,Urban,F,8.48,8.39,5.87,9.68,6.43,7.54,1,0,2023
7608,2023,Bucuresti,Liceul Tehnologic Unirea,Urban,M,10.0,6.36,6.04,6.67,7.25,6.81,1,0,2023
7609,2023,Iasi,Colegiul Economic Decebal,Urban,M,7.99,7.33,7.78,4.41,2.84,6.42,0,0,2023
7610,2023,Teleorman,Liceul Teoretic Ion Barbu,Urban,M,9.73,10.0,3.37,9.06,7.16,7.42,0,1,2023
7611,2023,Alba,Liceul Teoretic Marin Preda,Urban,F,8.38,6.31,9.05,6.37,6.53,7.38,1,0,2023
7612,2023,Dambovita,Liceul Sportiv Octavian Goga,Rural,F,6.8,5.95,5.93,8.2,4.89,6.21,0,0,2023
7613,2023,Bucuresti,Colegiul Economic Mihai Viteazul,Urban,M,9.49,10.0,8.85,8.42,7.38,8.97,1,0,2023
7614,2023,Olt,Liceul de Arte Ion Barbu,Rural,F,7.75,3.7,6.61,7.06,3.43,5.44,0,0,2023
7615,2023,Neamt,Colegiul National Decebal,Urban,M,7.26,7.95,6.42,9.05,7.82,7.57,1,0,2023
7616,2023,Mures,Colegiul Economic Constantin Brancusi,Rural,M,10.0,8.01,8.83,6.72,10.0,8.56,1,0,2023
7617,2023,Alba,Liceul Sportiv Nicolae Balcescu,Urban,F,9.27,8.77,9.13,7.81,9.24,8.85,1,0,2023
7618,2023,Dolj,Colegiul Economic Dimitrie Cantemir,Urban,F,6.96,10.0,8.75,7.42,7.6,8.57,1,0,2023
7619,2023,Bihor,Liceul Teoretic Constantin Brancusi,Rural,M,7.27,10.0,9.5,9.67,9.65,9.48,1,0,2023
7620,2023,Giurgiu,Liceul Tehnologic Elena Cuza,Rural,M,5.31,7.85,6.01,9.81,10.0,7.66,1,0,2023
7621,2023,Bistrita-Nasaud,Colegiul National Ioan Slavici,Rural,M,9.01,10.0,6.24,7.7,7.85,8.11,1,0,2023
7622,2023,Dolj,Colegiul National Lucian Blaga,Urban,M,7.85,8.06,9.98,5.5,6.63,8.02,1,0,2023
7623,2023,Harghita,Liceul Sportiv Alexandru Ioan Cuza,Urban,M,10.0,6.77,8.38,8.41,6.09,7.72,1,0,2023
7624,2023,Satu Mare,Colegiul Economic Ion Barbu,Rural,F,6.89,7.96,1.0,7.07,7.92,5.63,0,0,2023
7625,2023,Hunedoara,Colegiul Tehnic Regina Maria,Urban,M,6.31,8.17,6.23,10.0,6.06,7.36,1,0,2023
7626,2023,Bihor,Liceul Teoretic Marin Preda,Urban,M,9.14,8.58,6.76,8.59,6.05,7.71,1,0,2023
7627,2023,Mehedinti,Colegiul Tehnic Ion Luca Caragiale,Urban,M,6.69,8.98,5.63,7.97,7.68,7.4,1,0,2023
7628,2023,Harghita,Liceul Pedagogic Gheorghe Sincai,Urban,F,7.27,9.83,10.0,8.53,9.2,9.34,1,0,2023
7629,2023,Cluj,Liceul Teoretic Unirea,Rural,F,7.62,7.41,5.71,10.0,8.7,7.5,1,0,2023
7630,2023,Ilfov,Colegiul Economic Mircea cel Batran,Urban,F,5.69,9.49,2.61,4.57,6.43,5.85,0,1,2023
7631,2023,Bucuresti,Liceul Teoretic Ion Barbu,Rural,F,6.23,7.02,2.03,7.12,8.96,5.75,0,0,2023
7632,2023,Ialomita,Colegiul Economic Gheorghe Sincai,Urban,M,7.07,5.56,3.27,5.37,4.84,4.89,0,0,2023
7633,2023,Covasna,Liceul Pedagogic Stefan cel Mare,Urban,F,8.07,7.27,5.28,8.34,7.41,6.93,0,1,2023
7634,2023,Bihor,Colegiul Economic Stefan cel Mare,Rural,F,9.75,9.62,8.79,7.74,5.0,8.41,1,0,2023
7635,2023,Valcea,Liceul Teoretic Onisifor Ghibu,Rural,M,8.98,4.56,4.37,4.9,10.0,5.81,0,0,2023
7636,2023,Bistrita-Nasaud,Liceul Teoretic Grigore Moisil,Urban,F,8.19,8.33,6.41,8.33,8.94,7.83,1,0,2023
7637,2023,Giurgiu,Liceul Sportiv Elena Cuza,Rural,F,8.89,9.57,6.56,6.72,8.84,8.06,1,0,2023
7638,2023,Vrancea,Colegiul National Marin Preda,Urban,M,9.51,6.47,7.51,9.6,7.69,7.74,1,0,2023
7639,2023,Valcea,Liceul Tehnologic Bogdan Voda,Urban,F,9.29,8.37,8.76,8.27,8.38,8.57,1,0,2023
7640,2023,Mehedinti,Scoala Nationala Dimitrie Cantemir,Urban,M,9.55,8.36,7.1,8.85,9.29,8.31,1,0,2023
7641,2023,Brasov,Liceul Tehnologic Elena Cuza,Urban,M,6.9,6.19,7.44,7.66,6.59,6.92,1,0,2023
7642,2023,Tulcea,Colegiul Tehnic Mihai Eminescu,Rural,F,10.0,6.53,5.88,6.38,8.36,6.93,1,0,2023
7643,2023,Dolj,Liceul Tehnologic Gheorghe Sincai,Rural,F,7.87,8.97,5.93,9.02,7.82,7.78,1,0,2023
7644,2023,Mures,Liceul Teoretic Bogdan Voda,Urban,F,9.57,7.6,6.22,9.34,7.82,7.68,1,0,2023
7645,2023,Neamt,Liceul Sportiv Ioan Slavici,Urban,M,8.58,6.59,5.18,6.29,7.94,6.52,1,0,2023
7646,2023,Buzau,Liceul Teoretic Alexandru Ioan Cuza,Urban,M,6.76,7.27,6.59,10.0,7.67,7.48,1,0,2023
7647,2023,Bistrita-Nasaud,Scoala Nationala Grigore Moisil,Rural,F,8.12,6.69,8.22,7.0,9.23,7.72,1,0,2023
7648,2023,Braila,Colegiul National Onisifor Ghibu,Rural,M,9.21,5.13,8.05,8.03,6.63,7.07,1,0,2023
7649,2023,Arad,Liceul Sportiv George Cosbuc,Urban,F,9.11,7.68,6.46,7.0,6.37,7.16,1,0,2023
7650,2023,Neamt,Liceul Tehnologic George Cosbuc,Urban,M,9.32,10.0,7.34,9.96,9.09,8.99,1,0,2023
7651,2023,Braila,Liceul Teoretic Tudor Vladimirescu,Urban,F,7.74,10.0,10.0,9.36,5.41,8.99,1,0,2023
7652,2023,Braila,Liceul Pedagogic Mircea cel Batran,Urban,F,8.2,7.18,4.73,8.42,5.56,6.49,0,0,2023
7653,2023,Bucuresti,Liceul Tehnologic Stefan cel Mare,Rural,M,4.52,5.78,3.58,6.99,5.83,5.18,0,0,2023
7654,2023,Galati,Scoala Nationala Spiru Haret,Urban,F,9.79,8.98,6.78,6.42,7.58,7.81,1,0,2023
7655,2023,Sibiu,Liceul Pedagogic Lucian Blaga,Rural,F,5.96,9.22,9.91,4.79,8.09,8.27,0,0,2023
7656,2023,Salaj,Colegiul National Gheorghe Sincai,Rural,M,9.12,8.84,7.12,6.77,7.1,7.78,1,0,2023
7657,2023,Gorj,Liceul Pedagogic Gheorghe Sincai,Rural,F,7.78,7.97,8.56,9.29,9.08,8.49,1,0,2023
7658,2023,Iasi,Colegiul Economic Elena Cuza,Urban,F,9.15,8.69,8.24,8.94,7.68,8.49,1,0,2023
7659,2023,Iasi,Liceul Pedagogic Octavian Goga,Urban,M,8.66,5.18,7.09,8.11,10.0,7.26,1,0,2023
7660,2023,Dambovita,Liceul de Arte Lucian Blaga,Urban,F,8.58,5.94,4.88,8.49,6.03,6.28,0,0,2023
7661,2023,Valcea,Liceul Sportiv Ioan Slavici,Urban,F,6.87,5.45,6.48,7.57,6.41,6.36,1,0,2023
7662,2023,Hunedoara,Liceul Tehnologic Marin Preda,Rural,F,9.81,7.54,9.47,2.01,4.93,7.12,0,0,2023
7663,2023,Cluj,Liceul Sportiv Constantin Brancusi,Urban,F,7.43,8.36,2.29,8.66,9.53,6.67,0,0,2023
7664,2023,Timis,Liceul Tehnologic Dimitrie Cantemir,Rural,F,5.97,8.3,6.82,8.09,7.79,7.52,1,0,2023
7665,2023,Cluj,Colegiul Tehnic Mihai Eminescu,Rural,M,7.23,8.51,8.27,10.0,6.58,8.24,1,0,2023
7666,2023,Neamt,Scoala Nationala Grigore Moisil,Urban,M,9.11,7.82,6.7,8.63,7.85,7.74,1,0,2023
7667,2023,Cluj,Colegiul National Decebal,Urban,F,9.63,10.0,7.14,9.26,9.18,8.87,1,0,2023
7668,2023,Cluj,Liceul de Arte Avram Iancu,Urban,F,7.8,8.14,8.25,6.0,7.92,7.79,1,0,2023
7669,2023,Alba,Liceul Tehnologic Stefan cel Mare,Rural,M,5.39,5.6,10.0,5.05,6.1,6.89,1,0,2023
7670,2023,Salaj,Liceul Sportiv Grigore Moisil,Urban,F,9.55,7.79,5.91,6.02,3.01,6.42,0,0,2023
7671,2023,Alba,Liceul Tehnologic Avram Iancu,Urban,F,10.0,6.49,9.75,8.69,8.56,8.46,0,1,2023
7672,2023,Braila,Scoala Nationala Ana Ipatescu,Rural,M,6.85,5.48,5.03,8.49,7.45,6.23,1,0,2023
7673,2023,Vrancea,Colegiul Tehnic Avram Iancu,Rural,M,7.2,5.72,8.14,7.55,9.79,7.48,1,0,2023
7674,2023,Arges,Scoala Nationala Mihai Eminescu,Urban,M,5.78,8.24,7.35,8.64,8.49,7.82,1,0,2023
7675,2023,Arges,Liceul Sportiv Vasile Alecsandri,Urban,F,6.89,6.67,6.55,1.0,8.86,6.13,0,0,2023
7676,2023,Teleorman,Scoala Nationala Ana Ipatescu,Urban,F,5.97,3.98,8.51,7.57,6.04,6.39,0,1,2023
7677,2023,Ilfov,Scoala Nationala Lucian Blaga,Rural,F,9.68,8.48,6.96,8.79,9.18,8.3,1,0,2023
7678,2023,Iasi,Scoala Nationala Dimitrie Cantemir,Urban,F,6.03,5.36,7.53,6.06,5.15,6.15,1,0,2023
7679,2023,Arad,Liceul Pedagogic Unirea,Rural,M,9.16,6.53,5.46,10.0,9.36,7.42,1,0,2023
7680,2023,Brasov,Colegiul National Alexandru Ioan Cuza,Urban,F,7.45,5.0,6.33,7.69,6.8,6.32,1,0,2023
7681,2023,Sibiu,Liceul de Arte Decebal,Rural,F,10.0,5.99,9.41,7.06,10.0,8.18,1,0,2023
7682,2023,Arad,Colegiul Economic Ion Luca Caragiale,Rural,F,6.98,8.11,8.13,9.55,6.0,7.9,1,0,2023
7683,2023,Covasna,Liceul Sportiv Traian,Urban,F,9.97,9.25,9.38,8.8,5.46,8.73,1,0,2023
7684,2023,Salaj,Liceul Tehnologic Emil Racovita,Urban,F,7.55,5.09,8.25,6.28,3.92,6.29,0,0,2023
7685,2023,Ialomita,Liceul de Arte Emil Racovita,Rural,M,7.28,8.65,2.57,6.26,5.29,5.83,0,0,2023
7686,2023,Harghita,Colegiul National Constantin Brancusi,Urban,M,8.99,3.32,8.58,6.0,6.71,6.38,0,0,2023
7687,2023,Bistrita-Nasaud,Colegiul Tehnic Marin Preda,Rural,M,9.2,9.36,7.09,7.41,8.31,8.21,1,0,2023
7688,2023,Mehedinti,Liceul Teoretic Mircea cel Batran,Rural,M,7.15,5.53,4.26,5.51,3.64,5.02,0,0,2023
7689,2023,Alba,Liceul de Arte Traian,Rural,M,7.44,3.47,4.71,5.98,5.23,4.88,0,0,2023
7690,2023,Neamt,Liceul Pedagogic Bogdan Voda,Urban,M,7.43,6.81,8.08,7.19,8.07,7.5,1,0,2023
7691,2023,Prahova,Liceul Tehnologic Grigore Moisil,Urban,F,9.93,5.51,7.98,5.79,3.27,6.4,0,0,2023
7692,2023,Sibiu,Liceul Teoretic Decebal,Rural,F,8.61,6.28,9.11,7.58,8.4,7.88,1,0,2023
7693,2023,Maramures,Colegiul Tehnic Alexandru Ioan Cuza,Urban,M,7.3,5.0,8.73,9.18,8.84,7.55,1,0,2023
7694,2023,Maramures,Liceul Teoretic Stefan cel Mare,Urban,M,8.56,8.43,9.68,7.41,6.76,8.41,1,0,2023
7695,2023,Arad,Scoala Nationala Nicolae Balcescu,Rural,M,9.6,8.07,4.05,8.48,9.43,7.28,0,0,2023
7696,2023,Alba,Liceul Pedagogic Ion Barbu,Rural,F,8.42,8.51,5.0,7.87,9.11,7.44,1,0,2023
7697,2023,Calarasi,Liceul de Arte George Cosbuc,Urban,M,7.75,9.18,4.73,5.4,4.71,6.46,0,0,2023
7698,2023,Sibiu,Liceul de Arte Grigore Moisil,Urban,M,8.72,9.04,7.34,7.82,8.87,8.29,1,0,2023
7699,2023,Olt,Colegiul Economic Unirea,Urban,F,7.48,7.27,6.06,8.14,5.83,6.84,1,0,2023
7700,2023,Arges,Liceul Pedagogic Traian,Rural,M,6.7,7.18,3.22,6.34,7.84,5.92,0,0,2023
7701,2023,Vrancea,Liceul Teoretic Nicolae Balcescu,Urban,F,8.1,6.95,5.31,6.86,9.24,6.9,1,0,2023
7702,2023,Hunedoara,Colegiul Tehnic Stefan cel Mare,Urban,M,8.0,4.85,5.31,5.68,8.67,6.0,0,0,2023
7703,2023,Constanta,Liceul Tehnologic Tudor Vladimirescu,Urban,F,7.2,8.55,8.25,7.45,7.98,8.07,1,0,2023
7704,2023,Gorj,Colegiul National Constantin Brancusi,Urban,M,8.98,10.0,5.24,7.43,8.25,7.82,1,0,2023
7705,2023,Ialomita,Colegiul Economic Gheorghe Sincai,Urban,M,7.68,6.66,8.04,1.0,5.6,6.17,0,1,2023
7706,2023,Olt,Colegiul Economic Marin Preda,Urban,M,8.06,7.4,5.0,5.68,6.91,6.41,1,0,2023
7707,2023,Hunedoara,Colegiul Economic Lucian Blaga,Rural,M,5.17,6.23,5.79,6.18,7.12,6.12,0,1,2023
7708,2023,Vaslui,Colegiul Tehnic Decebal,Urban,M,8.16,8.9,10.0,8.24,7.67,8.87,1,0,2023
7709,2023,Suceava,Liceul de Arte Gheorghe Sincai,Urban,M,9.09,9.72,4.26,10.0,9.86,8.08,0,0,2023
7710,2023,Galati,Liceul Tehnologic Onisifor Ghibu,Rural,M,4.91,4.4,10.0,8.47,5.21,6.86,0,0,2023
7711,2023,Sibiu,Scoala Nationala Grigore Moisil,Rural,F,8.14,7.91,7.56,9.1,6.88,7.85,1,0,2023
7712,2023,Bucuresti,Liceul Sportiv Nicolae Balcescu,Rural,F,7.65,3.49,10.0,3.46,4.69,6.03,0,0,2023
7713,2023,Bucuresti,Liceul Tehnologic Alexandru Ioan Cuza,Rural,F,3.31,7.12,3.71,2.85,6.69,5.01,0,0,2023
7714,2023,Suceava,Liceul Teoretic Avram Iancu,Urban,F,10.0,7.32,6.56,7.27,8.0,7.45,1,0,2023
7715,2023,Prahova,Scoala Nationala Mihai Eminescu,Urban,M,9.4,8.27,7.02,9.58,7.73,8.12,1,0,2023
7716,2023,Sibiu,Liceul Sportiv Dimitrie Cantemir,Rural,F,6.34,6.34,7.31,6.44,7.03,6.75,1,0,2023
7717,2023,Arad,Liceul de Arte Decebal,Urban,M,10.0,8.01,6.84,9.45,8.08,8.08,1,0,2023
7718,2023,Mures,Liceul Pedagogic Grigore Moisil,Urban,F,8.1,9.34,9.37,6.85,7.5,8.58,1,0,2023
7719,2023,Harghita,Liceul de Arte George Cosbuc,Rural,F,7.29,5.46,5.75,4.93,4.33,5.48,0,0,2023
7720,2023,Vrancea,Liceul Pedagogic Mihai Eminescu,Urban,M,7.05,6.95,4.58,6.24,6.13,6.02,0,0,2023
7721,2023,Arad,Colegiul Economic Avram Iancu,Urban,M,7.4,6.26,6.61,9.56,8.37,7.29,1,0,2023
7722,2023,Ilfov,Scoala Nationala Ana Ipatescu,Urban,F,7.68,10.0,5.37,5.91,8.32,7.51,1,0,2023
7723,2023,Prahova,Colegiul National Constantin Brancusi,Rural,M,4.59,7.55,4.14,8.45,6.3,6.18,0,0,2023
7724,2023,Mehedinti,Liceul Pedagogic Avram Iancu,Urban,M,7.38,8.08,6.24,10.0,7.06,7.59,1,0,2023
7725,2023,Dolj,Liceul Sportiv Mihai Eminescu,Urban,M,8.35,8.72,7.3,8.52,8.69,8.22,1,0,2023
7726,2023,Iasi,Liceul Pedagogic Marin Preda,Rural,F,5.22,2.74,4.94,5.94,5.86,4.6,0,0,2023
7727,2023,Olt,Colegiul Economic Spiru Haret,Urban,F,9.07,9.48,7.58,8.29,7.17,8.34,1,0,2023
7728,2023,Botosani,Colegiul Economic Dimitrie Cantemir,Urban,M,10.0,9.66,5.7,9.67,6.9,8.09,1,0,2023
7729,2023,Valcea,Colegiul National George Cosbuc,Rural,F,8.0,9.55,8.23,7.95,7.91,8.51,1,0,2023
7730,2023,Bucuresti,Liceul de Arte Ion Luca Caragiale,Rural,F,9.22,10.0,7.83,6.65,6.65,8.27,1,0,2023
7731,2023,Covasna,Liceul de Arte Mircea cel Batran,Urban,M,8.5,5.37,9.46,9.4,6.56,7.69,1,0,2023
7732,2023,Olt,Scoala Nationala Ioan Slavici,Rural,M,5.08,8.22,6.59,8.12,8.7,7.47,1,0,2023
7733,2023,Braila,Liceul de Arte Grigore Moisil,Rural,M,5.2,6.9,2.67,4.97,6.81,5.16,0,0,2023
7734,2023,Mehedinti,Liceul Teoretic Traian,Urban,F,7.67,6.3,5.15,6.08,5.38,5.92,1,0,2023
7735,2023,Ilfov,Colegiul Economic Octavian Goga,Urban,F,8.79,8.27,5.37,6.83,8.13,7.22,1,0,2023
7736,2023,Dambovita,Scoala Nationala Ana Ipatescu,Urban,F,8.22,6.94,8.23,8.75,8.51,7.96,1,0,2023
7737,2023,Constanta,Colegiul Tehnic Alexandru Ioan Cuza,Rural,M,7.12,7.63,6.59,9.09,9.87,7.82,1,0,2023
7738,2023,Tulcea,Colegiul Economic Gheorghe Sincai,Urban,F,10.0,8.43,6.28,6.58,10.0,7.9,1,0,2023
7739,2023,Suceava,Colegiul Tehnic Elena Cuza,Urban,F,7.79,8.1,7.67,8.75,8.59,8.11,1,0,2023
7740,2023,Braila,Scoala Nationala Nicolae Balcescu,Urban,F,9.77,9.28,7.86,8.38,10.0,8.88,1,0,2023
7741,2023,Botosani,Liceul de Arte Lucian Blaga,Urban,M,9.23,7.27,8.12,7.53,10.0,8.17,1,0,2023
7742,2023,Bistrita-Nasaud,Liceul Teoretic Avram Iancu,Rural,M,9.51,8.39,6.41,7.72,8.81,7.87,1,0,2023
7743,2023,Teleorman,Colegiul National Grigore Moisil,Urban,M,5.86,5.45,8.3,6.43,3.44,6.19,0,0,2023
7744,2023,Bihor,Liceul de Arte Mircea cel Batran,Urban,F,9.28,8.2,8.87,7.12,9.02,8.47,1,0,2023
7745,2023,Satu Mare,Colegiul Economic Ioan Slavici,Rural,M,9.73,8.56,10.0,8.37,6.97,8.84,1,0,2023
